gene_name,TM_PC,TM_D14,TM_D21,TM_D28,TM_D42_D14P1
LOC111098007,1,0,0,0,0
LOC119873915,3,0,0,0,0
MIR32,0,0,0,0,0
LOC100684529,0,0,0,0,9
SMIM40,0,0,0,0,0
LOC111098254,0,0,0,0,0
LOC119874172,9,0,0,0,0
LOC119874393,4,0,0,0,0
LOC119881616,0,0,0,0,0
LOC610588,1,0,1,1,3
LOC119874292,0,0,0,3,0
TRNAR-UCU,6,0,0,0,0
LOC119874231,0,0,0,7,0
LOC100684029,4,0,0,0,0
LOC119864857,0,0,0,0,0
LOC111098594,3,0,0,0,0
LOC119864102,4,0,0,0,0
LOC111098620,0,0,0,8,0
LOC119863944,2,0,0,0,0
GPR37,2,0,0,0,0
LOC482280,2,0,0,0,0
LOC102151480,1,0,0,0,3
LOC119866940,0,0,0,8,0
LOC119866248,0,0,0,0,0
ZMYND12,0,0,0,0,4
RSPO1,0,0,0,0,0
LOC119869441,9,0,0,0,0
LOC119869454,1,0,0,2,0
RPGRIP1,3,0,0,1,0
LOC111090034,0,0,0,0,8
LOC119869396,0,0,0,2,0
C15H4orf45,0,0,0,5,0
LOC111095007,2,0,0,0,0
PIP,8,0,0,0,0
TMEM213,6,0,0,0,0
LOC119869540,8,0,0,0,0
LOC119869593,0,0,0,0,0
LOC111090181,0,0,0,0,7
LOC100682962,0,3,1,1,0
LOC111090418,9,0,0,0,0
LOC111090430,0,0,0,0,0
LOC119869717,2,0,0,0,0
LOC111090605,0,0,0,9,0
SH2D6,0,0,0,0,3
LOC119869690,0,0,0,4,2
LOC119863981,0,0,0,0,6
LOC119869768,0,0,0,0,0
LOC119864006,0,0,0,0,0
LOC111090866,0,0,0,0,7
NME8,0,0,0,0,0
LOC111090893,0,0,0,0,0
LOC111090950,0,0,0,3,0
LOC119864294,0,0,0,0,0
LOC119864353,0,0,0,0,7
LOC119869970,0,0,0,0,0
LOC102155341,0,0,0,0,0
MUC5B,2,0,0,0,0
LOC106560045,0,0,0,0,0
LOC119864493,1,0,0,0,0
LOC111091199,8,0,0,0,0
LOC111091273,5,0,0,0,0
LOC119864667,3,0,0,0,0
LOC119864802,0,0,0,0,0
LOC119864691,8,0,0,0,0
SLC6A20,2,0,0,0,0
TMEM221,0,0,0,7,0
LOC100685016,0,0,0,0,0
ELANE,0,0,0,2,0
LOC102156540,0,0,0,1,0
LOC111091475,0,0,0,0,2
LOC102156116,0,0,0,0,2
CRSP-3,0,0,0,0,9
LOC111091790,2,0,6,0,0
CCDC122,0,0,0,0,0
LOC100855875,0,0,0,0,0
LOC106557588,0,8,0,0,0
F10,1,0,0,0,1
LOC106557604,1,1,1,1,0
LOC119865339,4,0,0,0,2
CCR4,5,0,0,0,0
LOC119865345,1,0,0,0,0
LOC119865387,0,0,0,0,6
LOC119865386,9,0,0,0,0
LOC106557635,5,0,0,0,0
FOXA2,8,0,0,0,0
NKX2-2,0,0,0,0,0
LOC111092036,0,0,0,0,5
LOC111092042,0,0,0,0,4
LOC119865678,0,0,0,0,7
LOC106557684,6,0,0,0,0
LOC119865823,0,0,0,0,0
LOC111092369,0,0,0,0,0
LOC119865832,0,0,0,0,0
LOC100687759,0,0,0,0,0
LOC111092390,3,0,0,0,0
LOC119865940,2,0,0,0,0
LOC119865978,0,0,0,9,0
LOC119866292,0,0,0,2,0
TRNAK-CUU,1,0,0,6,0
LOC111092530,0,0,0,0,0
LOC102154873,0,0,0,0,0
LOC106557907,5,0,0,0,0
LOC111092739,1,0,0,0,4
TMDD1,3,0,0,1,1
ANKRD33,2,0,0,0,0
LOC102152684,0,0,1,1,0
C28H10orf62,0,0,0,0,0
LOC111093080,1,0,0,0,0
ELOVL3,1,0,0,0,0
DMBT1,0,0,0,3,0
LOC119866536,0,0,0,5,4
NPBWR1,7,0,0,0,0
LOC111093108,0,0,0,4,0
LOC487020,0,0,2,0,0
LOC111093093,0,0,0,0,0
LOC111093230,0,0,0,0,6
ANKRD63,8,0,0,0,0
LOC111093415,0,0,0,4,0
LOC111093359,0,0,0,0,0
LOC111093488,5,0,0,0,0
LOC106558096,0,0,0,0,0
LOC100855906,0,0,0,0,0
LOC102154795,0,0,0,0,0
ARHGEF38,0,0,0,0,2
C32H4orf17,0,0,0,4,4
LOC102156426,0,0,0,4,1
LOC100685661,0,0,0,0,0
LOC111093725,0,0,0,0,0
ROPN1,2,0,0,0,0
LOC119867582,0,0,0,0,0
LOC111093889,0,0,0,0,0
LOC111093856,2,0,0,0,0
LOC119867608,0,0,0,0,0
LOC111094073,1,0,0,0,0
LOC111094227,0,0,0,0,0
LOC111094383,0,0,0,0,4
CPS1,7,0,0,0,0
CDK5R2,0,0,0,0,0
MPZ,0,1,0,0,0
SLAMF1,0,0,0,0,0
LOC111094745,0,0,0,0,0
LOC111094825,9,0,0,0,0
LOC607189,0,1,1,0,2
KLHL4,5,0,0,0,0
LOC119863878,6,0,0,0,0
LOC119868233,0,0,0,0,4
SLITRK2,4,0,0,0,0
OPN1LW,0,0,0,1,0
-,0,0,0,0,7
-,0,0,0,0,9
-,6,0,0,0,0
-,2,0,0,0,5
-,0,0,0,7,0
LOC609896,0,0,1,1,2
LOC102154698,0,0,0,0,0
LOC111095250,4,0,0,0,4
IL22RA2,3,0,0,0,0
LOC111095494,2,0,0,0,5
LOC119870662,0,0,0,0,0
MIR1836,3,0,0,0,0
LOC111096231,0,0,0,0,0
LOC119870834,2,0,0,0,0
LOC111090789,0,0,0,0,0
SBK3,0,0,0,0,0
LOC106559647,0,0,0,0,0
LOC611793,0,0,0,0,0
MIR8890,0,0,0,0,0
LOC119869918,0,0,0,0,0
LOC119869614,0,0,0,3,0
LOC102154188,2,0,0,0,0
LOC119870179,0,0,0,2,0
LOC111091037,3,0,0,0,0
LOC100687450,0,1,2,0,0
LOC100688221,2,0,0,0,0
LOC475353,3,0,0,1,0
SLC12A3,2,0,0,2,0
LOC119870356,0,0,0,0,3
LOC119870452,3,0,0,0,0
PLA2G2D,0,0,0,0,0
LOC111093756,0,0,0,0,0
LOC111093772,0,0,0,0,0
LOC102156247,2,0,0,0,0
LOC119870476,4,0,0,0,0
LOC111094016,4,0,0,2,0
LOC119871108,0,0,0,0,2
LOC102152204,0,0,0,0,0
LOC102152017,0,0,0,0,0
LOC119870775,0,0,0,0,0
LOC119871237,0,0,0,0,0
LOC102151549,6,0,0,0,0
LOC612875,0,2,0,0,0
PDE6B,0,0,0,0,0
LOC119871437,0,0,0,6,0
LOC119871686,0,0,0,0,3
LOC102155911,4,0,0,0,0
LOC119871633,0,0,0,0,7
LOC102151185,0,0,0,0,0
LOC119874772,0,0,0,0,0
LOC119871568,1,0,0,0,0
LOC111095809,0,0,0,0,2
LOC100683196,0,0,0,0,0
C5H11orf53,0,0,0,0,0
MIR8870,5,0,0,0,0
ALOX12B,4,0,0,0,0
LOC119871920,0,0,0,4,0
FOXC2,4,0,0,0,0
LOC100686043,6,0,0,0,0
AGRP,0,0,0,6,0
LOC111096057,2,0,0,0,0
LOC106558870,3,0,0,0,0
CYP3A26,0,0,0,0,0
LOC119872438,0,0,0,0,0
LOC119872159,0,0,0,0,0
LOC119877020,0,0,0,1,1
LOC119872329,0,0,0,4,0
LOC102153038,2,0,0,0,0
LOC119876509,2,0,0,0,0
LOC106558901,2,0,0,0,1
LOC102156099,0,0,0,0,0
IL19,0,0,0,6,0
LOC119872500,0,0,2,0,0
PDC,0,0,0,0,0
LOC102154001,2,0,0,0,0
LOC119872535,0,0,0,0,2
LOC119872543,0,0,0,8,0
LOC119876446,0,0,0,4,0
LOC119872739,2,0,0,2,2
LOC111096794,6,0,0,0,0
LOC111096802,7,0,0,0,0
LOC102152614,1,0,0,0,0
LOC119872625,0,0,0,0,6
LOC490617,0,0,0,0,0
NKX2-8,1,0,0,0,0
LOC119872992,0,0,0,0,0
LOC119876492,0,0,0,0,0
LOC119872879,0,0,0,0,0
PROX2,0,0,0,7,0
LOC119872902,0,0,0,0,0
LOC111097111,6,0,0,0,0
RTL1,0,0,0,0,0
LOC111097168,1,0,0,0,0
LOC106559121,0,0,0,0,0
PDE6G,0,0,0,0,0
CCDC40,0,0,0,0,0
LOC119873526,1,0,0,0,0
LOC111097391,0,0,0,0,4
LOC609045,1,0,0,2,0
LOC119873285,3,0,0,1,0
LOC111097377,0,0,0,0,0
LOC100687149,0,0,0,0,0
FAM166A,1,0,0,0,0
LCN12,2,0,0,0,0
LOC119873364,3,0,0,0,0
LOC119873389,0,0,0,0,0
MIP,1,0,0,0,1
LRRC10,4,0,0,0,0
LOC111097630,0,0,0,6,0
LOC100684822,0,0,0,0,3
EDAR,0,0,0,0,0
LOC102151375,0,0,0,0,0
LOC106559407,0,0,0,6,0
LOC111097741,0,0,0,0,0
LOC119873737,4,0,0,3,0
LOC119873688,2,0,0,0,0
LOC119873695,1,0,0,0,1
LOC102153332,4,0,0,1,0
LOC119873696,4,0,0,0,0
LOC119873701,0,0,0,0,0
LOC111097811,1,0,0,0,0
LOC102153083,0,0,0,0,0
LOC102152598,0,0,0,0,0
LOC119873916,0,0,0,0,0
LOC106559496,7,0,0,0,0
LOC481728,0,0,0,0,0
LOC111098259,0,0,0,0,8
LOC111098271,2,0,0,1,0
LOC100688637,0,0,0,1,0
LOC111098338,1,0,0,0,0
LOC111098145,0,0,0,0,0
LOC119874368,0,0,0,0,0
LOC119874363,2,0,0,0,0
LOC111098413,0,0,0,1,0
LOC100683518,0,0,0,0,0
LOC119864940,0,0,0,0,1
LOC102154330,2,1,1,0,0
LOC106559625,4,0,0,0,0
LOC119865569,0,0,0,0,0
LOC100686878,0,0,0,0,6
LOC119874489,5,0,0,0,0
LOC111098730,2,0,0,0,0
FSCN3,0,0,0,0,0
LOC111098741,0,0,0,6,0
LOC102152152,0,0,0,0,0
LOC111098849,0,0,0,4,3
LOC102152650,0,0,0,0,0
LOC111099024,2,0,0,0,0
LOC119869341,1,0,0,0,0
LOC119869563,0,0,0,4,0
LOC119869537,3,0,0,0,0
LOC106559831,0,4,0,0,0
KCNU1,0,0,0,0,0
LOC111090330,2,0,0,0,0
LOC611364,0,0,0,0,0
LOC119864016,1,0,0,0,0
MIR8846,3,0,0,0,0
LOC119864025,2,0,0,0,0
LOC102157188,0,1,2,0,0
LOC100682676,0,0,0,2,0
LOC102152182,1,0,0,0,0
LOC106559922,2,0,1,0,1
LOC119864173,2,0,0,0,0
GPR22,3,0,0,3,1
LOC102154602,4,0,0,0,0
TRNAF-GAA,0,0,0,0,4
BTBD18,0,0,0,0,3
LOC111091091,5,0,0,0,0
LOC111091113,7,0,0,0,0
LOC119864444,7,0,0,0,0
LOC102151686,0,0,0,0,0
LOC119864365,0,0,0,0,0
LOC102154894,3,0,0,2,1
LOC100682986,2,2,0,0,1
OXTR,7,0,0,0,0
LOC111091444,0,0,0,0,0
LOC111091326,1,0,0,0,0
MIR8803,0,0,0,0,0
HSH2D,0,0,0,0,0
MIR181D,1,0,0,0,3
LOC111091383,0,0,0,0,0
FUT5,4,0,0,0,0
C2CD4C,0,0,0,0,0
LOC119864958,0,0,0,0,0
KCTD14,0,0,0,4,0
LOC119864980,1,0,0,0,0
LOC111091551,0,0,0,0,0
LOC100855475,1,3,0,0,0
LOC119870104,0,0,0,0,0
LOC119865163,0,0,0,0,0
LOC119865118,1,0,0,0,6
LOC119865180,0,0,0,5,1
LOC119865248,0,0,0,0,0
LOC111091828,0,0,0,0,0
LOC111091879,0,0,0,0,2
LOC111091923,4,0,0,0,0
LOC119865390,0,0,0,4,0
LOC100685681,4,0,0,0,0
LOC111091976,0,0,0,0,0
LOC111092103,0,0,0,0,5
TMC2,0,0,0,0,0
LOC111092193,0,0,0,0,0
LOC111092186,1,0,0,0,0
LOC102156233,1,0,0,0,0
LOC111092070,0,0,0,0,0
SPATA25,6,0,0,0,0
RBBP8NL,0,0,0,0,0
LOC102153262,0,0,0,1,3
LOC119866020,3,0,0,1,0
LOC607844,0,1,0,0,3
LOC102153565,4,0,0,0,0
LOC119865931,0,0,0,3,0
LOC119865946,0,0,0,0,3
LOC111092319,0,0,0,0,3
LOC102156844,5,0,0,0,0
LOC119865953,6,0,0,0,0
LOC106557782,0,8,0,0,0
LOC111092520,1,0,0,0,0
LOC119866290,0,0,0,0,0
LRRC43,0,0,0,0,5
LOC111092704,0,0,0,0,0
LOC119866269,0,0,0,0,0
LOC486445,0,0,0,3,0
LOC100686148,0,0,0,0,4
LOC111092771,0,0,0,0,4
LOC102157106,0,0,3,5,0
LOC102154451,4,0,0,3,0
LOC119866375,0,0,0,0,0
PTPN20,0,0,0,0,6
MIR1307,0,0,0,0,0
LOC102154452,2,0,0,0,2
LOC111093041,0,0,0,1,0
LOC119866615,0,0,0,0,0
VENTX,0,0,0,0,0
LOC477883,0,0,0,0,1
LOC111093110,3,0,0,0,5
LOC111093208,0,0,7,0,0
LOC607552,0,0,0,3,2
LOC119866878,5,0,0,0,0
LOC119866890,2,0,0,3,0
LOC111093365,0,0,0,0,0
LOC119870330,0,0,0,6,2
LOC102151271,0,0,0,0,0
FAM3B,0,0,0,0,0
SPATC1L,0,0,0,0,0
LOC119867241,0,0,0,6,0
LOC119867194,0,0,0,0,0
LOC111093655,1,0,0,0,0
MAPK10,0,0,0,0,0
LOC119867144,4,0,0,0,0
LOC102155869,4,0,0,0,0
LOC111093754,7,0,0,0,0
LOC111093730,0,0,0,0,0
LOC106558227,0,0,0,1,0
LOC119867580,2,0,0,0,0
LOC100856260,1,0,0,0,0
LIPH,0,0,0,0,0
LOC102151704,0,0,0,0,0
LOC102153795,1,0,0,0,0
LOC106558222,0,0,0,0,3
LOC111093878,2,0,0,0,0
LOC111094048,2,0,0,0,0
LOC102151225,4,0,0,0,0
LOC111094274,0,0,0,0,0
SPEGNB,3,0,0,0,0
LOC102154487,0,0,0,0,0
LOC111094590,0,0,0,0,0
LOC111094591,0,0,0,0,0
LOC100686582,0,0,0,0,0
LOC106558347,7,0,0,0,1
TRNAE-CUC,7,0,0,0,0
LOC119868068,2,0,0,4,0
LOC111094807,2,0,0,0,0
LOC119868155,7,0,0,0,0
LPAR4,0,0,0,0,0
LOC491985,6,0,0,0,0
BEX3,0,0,0,0,0
LOC102155454,0,0,0,0,1
AGTR2,0,0,0,0,0
LOC102156336,0,0,0,0,3
LOC100684924,0,1,1,1,1
LOC119868252,0,0,0,0,0
-,8,0,0,0,0
-,8,0,0,0,0
-,0,0,0,7,0
LOC119870638,0,0,0,0,0
LOC111092777,2,0,0,0,0
LOC119870965,0,0,0,0,0
LOC100686410,5,0,0,0,0
SERPINB7,1,0,0,0,0
CPLX4,0,0,0,4,0
LOC102151902,4,0,0,0,0
LOC119870721,0,0,0,6,0
LOC102156887,0,0,0,0,0
LOC106558610,0,0,0,0,0
NMBR,0,0,0,0,0
LOC111095543,1,0,0,5,0
LOC111089986,0,0,0,0,7
LOC111096271,3,0,0,0,0
LOC119867660,2,0,0,0,1
LOC111096968,2,0,0,0,0
LOC610518,0,3,0,0,2
LOC106559604,0,0,1,2,0
LOC111097386,4,0,0,0,0
LOC612469,0,0,0,0,0
ACP7,1,0,0,0,0
LOC111090531,1,0,0,0,3
LOC111094503,7,0,0,0,0
MEIG1,0,0,0,0,0
LOC119869989,0,0,0,6,0
LOC102155545,7,0,0,0,0
LOC102153034,0,0,0,0,0
LOC119870014,0,0,0,0,0
CES1,3,0,0,0,0
LOC119870039,0,0,0,0,0
LOC102155604,0,0,0,0,0
LOC102154134,0,0,0,0,0
LOC111094689,2,0,0,5,0
LOC102151795,4,0,0,0,0
C2H1orf232,2,0,0,0,0
LOC106558292,6,0,0,0,1
LOC119870453,0,0,0,0,7
LOC119870025,2,0,0,0,0
LOC119870504,0,0,0,0,1
LOC100686831,0,0,0,4,0
LOC119871332,0,0,0,0,0
LOC111095145,0,0,0,0,0
LOC119871175,3,0,0,0,0
LOC119871390,0,0,0,4,0
LOC119870801,2,0,0,0,0
LOC119871218,4,0,0,0,0
LOC111095248,0,0,0,0,0
LOC111095376,4,0,0,0,0
C3H4orf50,0,0,0,0,0
LOC119871428,1,0,0,0,4
LOC102157143,6,0,0,0,0
LOC111095429,3,0,0,0,0
LOC106558654,0,0,0,0,2
CAPN9,0,0,0,0,4
LOC111095547,2,0,0,0,5
LOC111095550,5,0,0,2,0
NMUR2,0,0,0,0,0
LOC119874847,4,0,0,0,0
LOC111095729,0,0,0,0,7
LOC119871688,4,0,0,0,0
LOC111095666,0,0,0,0,0
LOC119871788,7,0,0,0,0
LOC119871798,0,0,0,3,3
LOC479430,0,0,0,0,6
LOC111095828,2,0,0,0,0
LOC102154417,1,0,0,0,3
MMP8,0,0,0,0,0
SOX15,0,0,0,0,1
PRXL2B,1,0,0,2,0
LOC102155268,0,0,0,0,0
LOC111095993,0,1,0,0,0
LOC119871913,3,0,0,0,0
IL17C,1,0,0,0,3
LOC102152139,1,0,0,0,0
LOC102152359,4,0,0,0,0
LOC106558846,0,0,0,0,0
LOC111096054,0,0,0,0,1
UPK3BL2,0,0,0,0,0
MIR589,1,0,0,0,0
LOC111096236,0,0,0,2,0
ITGAD,0,0,0,1,0
C6H16orf92,0,0,0,0,2
LOC119872337,7,0,0,0,0
LOC100855558,0,0,0,0,0
KCNA2,0,0,0,0,0
EPS8L3,0,0,0,0,0
LOC106558956,4,0,0,0,0
LOC111096412,7,0,0,0,0
LOC111096604,4,0,0,0,0
LOC106558988,0,0,0,0,1
APOBEC4,0,0,0,0,3
CATSPERE,1,0,0,0,5
LOXHD1,1,0,0,2,0
LOC102154138,0,0,0,0,0
LOC111096815,5,0,0,0,2
TTC6,4,0,0,0,0
LOC102157272,0,0,0,0,0
LOC102153021,1,0,0,0,0
SYNDIG1L,6,0,0,0,0
LOC119872907,0,0,0,0,0
LOC106559133,0,0,0,0,3
LOC119873110,0,0,0,0,0
LOC106559137,0,0,0,1,5
LOC119873213,0,0,0,0,0
GPR142,1,0,0,0,0
LOC119873485,1,0,0,5,0
KRT14,3,0,0,0,0
LOC111097356,4,0,0,0,0
GPR179,0,0,0,6,0
LOC119873516,0,0,0,0,0
LOC119873474,2,0,0,0,0
LOC119880296,2,0,0,0,0
LOC119873525,0,0,0,0,0
LOC111097421,1,0,0,5,0
LOC106559310,6,0,0,0,0
LOC111097451,0,0,0,0,0
LOC111097475,0,0,0,0,2
LOC111097486,1,0,0,0,0
MIR199-3,0,0,0,7,0
LOC106557492,0,0,0,0,4
LOC119873382,2,0,0,0,0
LOC119873834,0,0,0,0,0
LOC111097597,0,0,0,0,0
LOC102151248,0,0,0,6,0
LOC119873629,0,0,0,0,0
LOC119873633,6,0,0,0,0
LOC111097668,0,0,0,0,0
LOC119880885,0,0,0,0,0
LOC100855857,0,0,0,0,0
LOC100688388,2,0,3,0,1
LOC100855430,0,2,0,0,0
LOC100684254,0,0,1,0,0
LOC100687713,0,0,0,0,0
LOC100685245,0,1,0,0,0
LOC119873854,0,0,0,0,2
LOC102152574,4,0,0,0,0
LOC106559531,0,0,0,5,0
LOC111097999,3,0,0,0,0
LOC111098006,4,0,0,0,0
LOC119873881,0,0,0,0,0
LOC111098016,0,0,0,6,0
LOC102154562,0,0,0,0,0
LOC106559490,0,0,0,0,0
LOC119873935,0,0,0,0,0
LOC111098116,0,0,0,0,0
LOC119876819,4,0,0,2,0
KIF12,0,0,0,0,0
LOC111098211,0,0,0,0,0
LOC102152528,2,0,0,0,0
PXT1,3,0,0,0,0
LOC111098258,0,0,0,0,0
LOC474947,0,2,1,1,0
LOC102151141,2,2,0,0,2
LOC106559590,2,2,1,1,0
LOC119874223,0,0,0,0,0
LOC119864990,3,0,0,0,0
LOC100856037,2,0,0,0,0
LOC106559659,0,0,0,0,0
EPPK1,0,0,0,0,0
LOC119865435,3,0,0,0,1
LOC119865438,0,0,0,0,1
MIR29A,0,0,0,3,0
SSMEM1,0,0,0,0,0
LOC119866816,0,0,0,0,0
LOC119866729,0,0,0,0,5
LOC119867708,0,0,0,0,0
LOC111098778,0,0,0,0,0
LOC102153624,7,0,0,0,0
LOC111098786,7,0,0,0,0
LOC119867356,2,0,0,0,0
LOC111098824,0,0,0,0,0
LOC111098850,0,0,0,0,3
LOC119869329,0,0,0,4,2
LOC119869414,3,0,0,0,0
LOC111098960,0,0,0,0,0
KNCN,0,0,0,1,1
LOC119869479,0,0,0,4,0
LOC611652,0,3,0,1,3
LOC111090031,0,0,0,0,0
SMIM31,5,0,0,0,0
MYL7,7,0,0,0,0
LOC106559804,4,0,0,0,0
LOC102153032,1,0,0,0,0
CHRNA6,1,0,0,0,0
LOC111090278,0,0,0,0,0
LOC119869640,4,0,0,0,0
LOC111090327,0,0,0,0,0
LOC482940,4,0,0,0,0
LOC119869618,0,0,0,0,0
LOC119869766,1,0,0,0,0
UCN,0,0,0,0,0
LOC111090606,0,0,0,6,0
LOC119869725,3,0,0,0,0
LOC111090634,0,0,0,0,0
LOC119864069,1,0,0,0,0
LOC119869773,0,0,0,5,0
LOC111090858,5,0,0,0,0
LOC102151152,2,0,0,0,0
LOC111090863,3,0,0,0,0
LOC119864349,0,0,0,0,0
LOC111090934,0,0,0,0,0
LOC100683717,0,0,0,0,0
MGRH,0,0,0,0,0
GPR152,0,0,0,0,3
LOC100687226,0,0,0,0,0
LOC119864319,0,0,0,6,0
ZP1,0,0,0,0,0
LOC111091112,7,0,0,0,0
IL21,0,0,0,0,0
LOC100688377,0,0,0,0,0
LOC100683078,0,0,0,0,0
LOC111091053,2,0,0,0,0
MAP3K19,0,0,0,0,0
RPL32,0,0,0,7,0
LOC111091427,0,0,0,0,0
LOC102153282,7,0,0,0,0
LOC119864575,0,0,0,7,0
PROK2,7,0,0,0,0
LOC102156863,0,0,0,0,0
C20H3orf84,0,0,0,0,0
CYP4F22,0,0,0,0,0
LOC119864768,0,0,0,0,3
LOC102154548,2,0,0,4,0
LOC106560201,0,0,0,2,0
LOC111091508,0,0,0,0,0
LOC111091519,0,0,0,0,2
LOC100684838,0,0,2,0,0
LOC102157268,0,0,0,6,0
OR51H5,0,0,0,0,0
LOC100686514,3,2,1,1,0
OR52W1,0,0,0,5,0
LOC111091564,2,0,0,0,0
LOC119865101,0,0,0,4,0
TPH1,0,0,0,0,0
LOC102156068,0,0,0,0,0
LOC106557558,0,0,0,0,7
LOC119865219,0,0,0,5,0
LOC119865340,0,0,0,0,0
CCR8,0,0,0,0,0
LOC106557639,4,0,0,0,0
LOC106557642,0,0,0,0,0
LOC119865370,6,0,0,0,0
LOC102156734,0,0,0,0,5
LOC119865319,0,0,0,1,0
LOC119865320,0,0,0,0,0
SCP2D1,3,0,0,0,0
LOC102156784,0,0,0,0,0
PDYN,0,0,0,1,0
LOC119865658,1,0,0,0,0
LOC119865659,1,0,0,5,0
LOC102151890,0,0,0,1,2
LOC119870195,0,0,0,0,0
LOC106557745,0,0,0,0,0
LOC111092302,4,0,0,0,2
LOC111092373,2,0,0,0,0
LOC106557754,2,0,0,0,0
LOC119865944,0,0,0,0,3
LOC111092334,0,0,0,5,0
SFTPC,7,0,0,0,0
LOC106557773,0,0,0,0,0
LOC111092408,0,0,0,3,1
LOC477353,0,0,0,0,0
LOC119866284,0,0,0,5,0
LOC111092556,3,0,0,0,0
LOC100683230,1,0,0,0,0
LOC477483,0,0,0,0,0
LOC102152877,0,0,0,0,0
LOC111092596,1,0,0,0,5
LOC119866197,0,0,0,0,0
LOC119866242,3,0,0,0,0
LOC111092644,2,0,0,1,0
LOC119866260,0,1,0,0,0
LOC119870269,0,0,0,0,4
A2ML1,1,0,0,4,0
LOC119866322,0,0,0,0,0
LOC102151402,0,0,0,0,0
LOC119866391,0,0,0,3,0
LOC119870280,0,0,0,0,0
LOC102153609,2,0,0,0,0
MIR615,0,0,3,0,0
LOC119866648,0,0,0,0,0
LOC111093014,0,0,0,0,0
LOC609121,3,0,0,0,1
LOC111093029,3,0,0,0,0
LOC102153406,7,0,0,0,0
LOC111093180,0,0,0,0,0
PRDM14,7,0,0,0,0
LOC111093225,0,0,0,2,0
LOC111093290,3,0,0,0,0
RHOV,0,0,0,0,0
TGM5,1,0,0,0,0
LOC119866911,0,0,0,0,1
LOC111093416,2,0,0,0,0
LOC119866941,0,0,0,0,0
CYP11A1,0,0,0,6,1
LOC119867040,7,0,0,0,0
LOC111093425,0,0,0,0,0
LOC111093527,0,0,0,0,0
LOC102156007,1,0,0,0,0
LOC119867120,7,0,0,0,0
LOC106558103,0,0,0,0,0
LOC119867217,0,0,0,0,5
LOC119867184,2,0,0,5,0
LOC100683254,7,0,0,0,0
LOC119867175,2,0,0,0,4
GK2,6,0,0,1,0
CXCL13,0,0,0,0,0
LOC478441,0,0,0,0,0
LOC119867233,0,0,0,0,0
LOC111093720,0,0,0,4,0
UPK1B,0,0,0,0,5
LOC111093927,7,0,0,0,0
LOC119867438,7,0,0,0,0
HTR3C,0,0,0,0,0
TPRG1,0,0,0,4,0
LOC488162,2,0,0,0,1
LOC111094047,0,0,0,0,7
LOC102155356,3,0,0,0,0
LOC119867915,4,0,0,0,0
LOC100686361,0,0,0,0,2
LOC119867942,0,0,0,0,0
LOC111094340,5,0,0,0,0
LOC111094348,2,0,0,0,0
LOC119867905,0,0,0,0,0
LOC119870448,7,0,0,0,0
LOC111094587,4,0,0,0,0
LOC102153438,0,0,0,0,0
LOC119870478,0,4,0,0,0
SLC26A9,0,0,0,0,0
LOC111094498,1,0,0,0,0
ASMT,0,0,0,0,0
LOC119868278,1,0,0,0,0
LOC100855645,0,0,0,6,0
LOC119868209,1,1,0,1,0
LOC119868463,3,0,0,0,0
LOC102151851,0,0,4,0,0
LOC611985,1,1,0,2,0
LOC100682826,0,0,0,0,0
LOC119868538,0,0,0,0,0
TEX28,1,0,0,0,0
LOC119870593,4,0,0,0,0
rna-NC_002008_4_6966__7033,2,0,0,0,0
-,0,0,0,0,7
-,0,0,0,0,7
-,0,0,0,0,7
-,7,0,0,0,0
-,0,0,0,0,7
-,0,0,0,0,0
-,0,0,0,0,6
LOC119870651,2,0,0,0,0
LOC100856689,1,0,0,0,0
LOC119870659,1,0,0,0,0
LOC119870755,6,0,0,0,0
LOC106559105,2,0,0,0,0
LOC111090679,3,0,0,0,0
LOC119870767,2,0,0,0,0
TTLL2,0,0,0,0,0
LOC111095986,5,0,0,0,0
LOC111090705,0,0,0,0,0
LOC111096428,3,0,0,0,0
LOC119869868,1,0,0,0,1
LOC111097145,0,0,0,1,0
LOC111097314,0,0,0,0,0
LOC119870903,0,0,0,0,0
LOC111090832,0,0,0,0,0
FFAR3,1,0,0,0,0
LOC111098300,0,0,0,0,2
LOC477950,0,0,0,0,0
LOC119870094,0,0,0,0,2
LOC111091298,4,0,0,0,0
LOC111091363,1,0,0,2,0
LOC100682729,3,0,0,0,0
LOC111091375,0,0,0,3,1
LOC477992,1,0,3,0,0
LOC119870160,5,0,0,0,0
TMEM171,3,0,0,0,2
LOC119870036,5,0,0,0,1
CCL22,0,0,0,0,0
LOC111092758,0,0,0,0,0
LOC119870590,1,0,0,0,0
LOC111094282,4,0,0,0,0
LOC106557744,2,0,0,0,1
LOC119870557,0,0,0,0,5
LOC111093459,1,0,0,0,0
LOC111093588,3,0,0,0,0
LOC119870432,1,0,0,2,0
LOC106557758,1,0,0,0,0
LOC119870457,0,0,0,0,0
LOC111095344,1,0,0,0,0
LOC119871105,1,0,0,0,0
LOC100685996,6,0,0,0,0
LOC100682736,0,0,0,0,2
LOC119871351,0,0,0,3,0
LOC102151685,0,0,0,0,0
LOC119870792,3,0,0,0,1
LOC111095272,0,0,0,0,0
CHRNA9,0,0,0,0,0
LOC100855743,1,1,0,1,0
LOC106558658,1,0,0,0,0
LOC111089982,0,0,0,0,0
LOC608637,0,0,2,0,0
LOC111095454,0,0,0,0,6
LOC119871463,0,0,0,0,0
